"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",7.3,31.8,2.8,20.5,1,22.9559748427673
"Manhattan","Manhattan",3.08,18.48,1.46,11.4,1,16.6666666666667
"Manhattan","Manhattan",4.42,26.52,2.42,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.83,6.5,1,16.6666666666667
"Manhattan","Manhattan",1.4,15.4,1.71,10,1,9.09090909090909
"Manhattan","Manhattan",7.18,55.08,9.2,42.9,1,13.0355846042121
"Manhattan","Manhattan",3.36,20.16,2.03,12.8,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1.04,8.6,1,16.6666666666667
"Manhattan","Airport",25.78,113.47,18.31,70,1,22.7196615845598
"Brooklyn","Airport",13.36,81.91,16.81,65.3,1,16.3105847881822
"Brooklyn","Manhattan",5.94,35.64,4.61,24.7,1,16.6666666666667
"Manhattan","Manhattan",4,20.1,1.8,12.1,1,19.9004975124378
"Manhattan","Airport",11.41,70.21,8.28,41.5,1,16.2512462612164
"Manhattan","Manhattan",2.86,17.16,1.23,9.3,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,2.04,16.3,1,16.6666666666667
"Manhattan","Manhattan",4.48,26.88,2.37,18.4,1,16.6666666666667
"Manhattan","Manhattan",4.15,24.85,1.2,14.2,1,16.7002012072435
"Manhattan","Manhattan",3.8,22.7,2.2,14.9,1,16.7400881057269
"Manhattan","Manhattan",1.85,17.25,1.2,11.4,1,10.7246376811594
"Manhattan","Manhattan",4.75,28.55,3.2,19.8,1,16.6374781085814
"Manhattan","Manhattan",2,17.1,1.4,8.6,1,11.6959064327485
"Manhattan","Manhattan",1,30.4,5.8,25.4,1,3.28947368421053
"Manhattan","Manhattan",8.57,42.87,5.72,30.3,1,19.9906694658269
"Manhattan","Manhattan",2.38,14.28,1,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.35,7.9,1,16.6666666666667
"Manhattan","Manhattan",0,12.6,1.2,8.6,1,0
"Manhattan","Manhattan",3.08,18.48,0.89,11.4,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.96,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.12,20.62,1.28,10,1,19.9806013579049
"Manhattan","Manhattan",2,17.7,1.4,10.7,1,11.2994350282486
"Manhattan","Manhattan",3.05,15.25,0.96,7.2,1,20
"Manhattan","Manhattan",6.08,36.48,3.58,25.4,1,16.6666666666667
"Manhattan","Manhattan",7.55,32.75,2.8,21.2,1,23.0534351145038
"Manhattan","Manhattan",4.48,26.88,2.09,18.4,1,16.6666666666667
"Manhattan","Manhattan",2.46,18.86,2.1,11.4,1,13.0434782608696
"Manhattan","Manhattan",3.76,22.56,2.61,16.3,1,16.6666666666667
"Manhattan","Manhattan",3,18.1,1,8.6,1,16.5745856353591
"Manhattan","Manhattan",2.5,18.6,1.36,12.1,1,13.4408602150538
"Manhattan","Manhattan",4.84,29.04,1.79,17.7,1,16.6666666666667
"Manhattan","Manhattan",1,16.4,1.3,11.4,1,6.09756097560976
"Manhattan","Manhattan",1,13.6,0.8,8.6,1,7.35294117647059
"Manhattan","Manhattan",3.86,23.16,1.8,12.8,1,16.6666666666667
"Manhattan","Manhattan",5.18,31.08,2.81,21.9,1,16.6666666666667
"Manhattan","Manhattan",1,24.1,2.3,19.1,1,4.149377593361
"Manhattan","Manhattan",2.16,12.96,0.52,5.8,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1.19,8.6,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.84,9.3,1,16.6666666666667
"Manhattan","Manhattan",0,21.3,3.43,16.3,1,0
"Manhattan","Manhattan",5.94,35.64,5.18,24.7,1,16.6666666666667
"Airport","Airport",5.32,33.17,5.09,22.6,1,16.038589086524
"Manhattan","Manhattan",2.52,15.12,0.78,8.6,1,16.6666666666667
"Manhattan","Manhattan",1.47,16.17,0.86,10.7,1,9.09090909090909
"Manhattan","Manhattan",3.08,18.48,0.95,11.4,1,16.6666666666667
"Manhattan","Manhattan",2,24.4,1.5,18.4,1,8.19672131147541
"Manhattan","Manhattan",4.9,29.4,2.09,20.5,1,16.6666666666667
"Manhattan","Manhattan",3.4,17,0.9,8.6,1,20
"Manhattan","Manhattan",3.84,23.04,2.41,14.2,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.81,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,2,12.1,1,16.6666666666667
"Manhattan","Manhattan",4.1,20.5,1.8,11.4,1,20
"Manhattan","Manhattan",6.38,38.28,4.39,25.4,1,16.6666666666667
"Manhattan","Manhattan",4.12,24.72,2.4,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.42,18.52,1.39,12.1,1,13.0669546436285
"Manhattan","Manhattan",3.02,18.12,0.98,8.6,1,16.6666666666667
"Manhattan","Manhattan",2.21,14.51,0.59,5.8,1,15.2308752584425
"Manhattan","Manhattan",2.44,14.64,0.61,7.2,1,16.6666666666667
"Manhattan","Manhattan",4.65,28.05,2.7,18.4,1,16.5775401069519
"Manhattan","Manhattan",3.64,21.84,1.34,14.2,1,16.6666666666667
"Queens","Airport",8.35,50.3,9.7,38.7,1,16.6003976143141
"Manhattan","Manhattan",0,8,0,6.5,1,0
"Manhattan","Manhattan",5.1,30.6,4.7,20.5,1,16.6666666666667
"Manhattan","Manhattan",3.36,20.16,2.09,12.8,1,16.6666666666667
"Manhattan","Manhattan",2.35,14.25,0.9,7.9,1,16.4912280701754
"Manhattan","Manhattan",0,8.7,0.17,3.7,1,0
"Manhattan","Manhattan",2.24,13.44,0.8,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.98,23.88,2.45,14.9,1,16.6666666666667
"Manhattan","Manhattan",0,15,0.77,10,1,0
"Manhattan","Manhattan",5,35.1,4.02,26.1,1,14.2450142450142
"Manhattan","Manhattan",2.24,13.44,0.73,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.97,7.2,1,16.6666666666667
"Manhattan","Manhattan",4.1,24.8,2.2,14.2,1,16.5322580645161
"Manhattan","Manhattan",4.98,29.88,2.32,18.4,1,16.6666666666667
"Manhattan","Manhattan",3.98,23.88,3.06,14.9,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,0.84,10.7,1,16.6666666666667
"Manhattan","Manhattan",4.45,26.85,2.4,18.4,1,16.5735567970205
"Manhattan","Manhattan",4.54,27.24,2.82,17.7,1,16.6666666666667
"Manhattan","Manhattan",0,11.2,1.08,7.2,1,0
"Manhattan","Manhattan",2.1,12.6,0.39,6.5,1,16.6666666666667
"Manhattan","Manhattan",0.91,10.01,0.49,5.1,1,9.09090909090909
"Manhattan","Manhattan",6.08,36.48,2.75,25.4,1,16.6666666666667
"Manhattan","Manhattan",2,21.2,2.4,14.2,1,9.43396226415094
"Manhattan","Manhattan",3.42,17.12,0.76,7.2,1,19.9766355140187
"Manhattan","Manhattan",1.08,18.58,0.68,13.5,1,5.81270182992465
"Manhattan","Manhattan",2.3,13.8,0.77,6.5,1,16.6666666666667
"Manhattan","Manhattan",3.25,19.65,2.2,11.4,1,16.5394402035623
"Manhattan","Manhattan",2.3,13.8,0.66,6.5,1,16.6666666666667
"Manhattan","Manhattan",0,9.1,0.31,5.1,1,0
"Manhattan","Manhattan",2.52,15.12,1.01,8.6,1,16.6666666666667
"Manhattan","Manhattan",5.35,26.75,2.23,14.9,1,20
"Manhattan","Manhattan",2.88,17.28,1.17,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.92,23.52,2.46,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,0.82,9.3,1,16.6666666666667
"Brooklyn","Airport",7.28,44.93,7.26,28.9,1,16.2029824170933
"Manhattan","Manhattan",1.61,17.71,1.15,12.1,1,9.09090909090909
"Manhattan","Manhattan",0,17.2,1.08,10.7,1,0
"Brooklyn","Manhattan",7.9,47.4,7.9,34.5,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.23,10,1,16.6666666666667
"Manhattan","Manhattan",1.68,10.08,0.1,4.4,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,2.29,16.3,1,16.6666666666667
"Manhattan","Manhattan",3.28,19.68,1.56,11.4,1,16.6666666666667
"Manhattan","Manhattan",11.12,66.72,10.11,50.6,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,1.2,9.3,1,16.6144200626959
"Manhattan","Manhattan",7.68,33.28,2.68,19.1,1,23.0769230769231
"Manhattan","Manhattan",3.02,18.12,1.36,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.66,15.86,0.83,7.2,1,23.0769230769231
"Manhattan","Manhattan",2,17.8,1.3,9.3,1,11.2359550561798
"Manhattan","Manhattan",4.4,26.4,3.18,17,1,16.6666666666667
"Manhattan","Manhattan",1,15.7,1.22,10.7,1,6.36942675159236
"Manhattan","Manhattan",5.46,32.76,3.49,23.3,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,2,14.9,1,16.6666666666667
"Manhattan","Manhattan",1.82,10.92,0.36,5.1,1,16.6666666666667
"Airport","Manhattan",17.13,102.78,17.49,70,1,16.6666666666667
"Manhattan","Manhattan",3.72,22.32,0.92,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,1.17,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.23,13.5,1,16.6666666666667
"Manhattan","Manhattan",2.15,12.95,0.5,5.8,1,16.6023166023166
"Bronx","Manhattan",6,44.5,7.53,34.5,1,13.4831460674157
"Manhattan","Manhattan",5.04,30.24,3.04,21.2,1,16.6666666666667
"Manhattan","Manhattan",0,26.9,5,21.9,1,0
"Manhattan","Manhattan",4.4,26.4,3.67,17,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.28,10,1,16.6666666666667
"Manhattan","Manhattan",4.4,26.5,2.4,15.6,1,16.6037735849057
"Manhattan","Manhattan",1.52,11.62,0.49,5.1,1,13.0808950086059
"Manhattan","Manhattan",1,12.5,0.84,6.5,1,8
"Manhattan","Manhattan",6.65,33.25,4.49,22.6,1,20
"Manhattan","Manhattan",4.45,26.85,2.6,18.4,1,16.5735567970205
"Manhattan","Manhattan",4.32,18.72,0.33,7.9,1,23.0769230769231
"Manhattan","Manhattan",1.82,20.02,3.1,14.2,1,9.09090909090909
"Manhattan","Manhattan",2.8,16.8,1.42,10,1,16.6666666666667
"Manhattan","Manhattan",3.6,21.8,2,14.2,1,16.5137614678899
"Manhattan","Manhattan",7.17,35.87,3.47,24.7,1,19.9888486200167
"Manhattan","Manhattan",3.42,20.52,1.27,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,1.3,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.36,20.16,1.54,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.62,14.9,1,16.6666666666667
"Manhattan","Manhattan",5.32,31.92,3.81,22.6,1,16.6666666666667
"Queens","Manhattan",12.1,72.54,10.8,48.5,1,16.6804521643231
"Manhattan","Manhattan",3.14,18.84,1.31,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,0.94,10,1,16.6666666666667
"Manhattan","Manhattan",3.55,21.35,2.4,12.8,1,16.6276346604215
"Manhattan","Manhattan",1.65,10.05,0.2,4.4,1,16.4179104477612
"Airport","Manhattan",0,80.55,16.2,70,1,0
"Manhattan","Manhattan",4.29,18.59,1.26,9.3,1,23.0769230769231
"Manhattan","Manhattan",5.53,27.63,2.43,15.6,1,20.0144770177343
"Manhattan","Manhattan",0,24.5,1.92,20.5,1,0
"Manhattan","Manhattan",2.66,15.96,1.14,9.3,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.19,9.3,1,16.6666666666667
"Manhattan","Manhattan",4.1,24.7,2.5,15.6,1,16.5991902834008
"Brooklyn","Airport",8,74.95,16.9,63.2,1,10.6737825216811
"Manhattan","Manhattan",3.44,20.64,1.88,10.7,1,16.6666666666667
"Manhattan","Manhattan",0.05,15.45,1.56,11.4,1,0.323624595469256
"Brooklyn","Manhattan",5,32.7,2.25,21.2,1,15.2905198776758
"Manhattan","Airport",5,89.8,21.06,70,1,5.56792873051225
"Manhattan","Airport",11.6,69.6,8.77,38.7,1,16.6666666666667
"Manhattan","Manhattan",0.08,45.88,8,40.8,1,0.1743679163034
"Manhattan","Manhattan",3.28,19.68,2.16,11.4,1,16.6666666666667
"Manhattan","Manhattan",5,20.4,1.2,11.4,1,24.5098039215686
"Manhattan","Manhattan",7.42,37.12,5.53,24.7,1,19.989224137931
"Manhattan","Manhattan",3.64,21.84,1.97,14.2,1,16.6666666666667
"Queens","Airport",5.23,31.38,4.8,21.9,1,16.6666666666667
"Manhattan","Manhattan",2,16.3,1.7,9.3,1,12.2699386503067
"Manhattan","Manhattan",2,15.3,1.37,9.3,1,13.0718954248366
"Manhattan","Manhattan",1.82,10.92,0.63,5.1,1,16.6666666666667
"Manhattan","Manhattan",7.56,45.36,5.74,33.8,1,16.6666666666667
"Manhattan","Airport",11.36,68.15,9.23,36.6,1,16.6691122523844
"Manhattan","Manhattan",1.82,10.92,0.67,5.1,1,16.6666666666667
"Manhattan","Manhattan",6.86,41.16,5.78,30.3,1,16.6666666666667
"Manhattan","Airport",0,83.75,19.1,70,1,0
"Manhattan","Manhattan",2.1,12.6,0.99,6.5,1,16.6666666666667
"Airport","Manhattan",16.11,96.66,16.66,70,1,16.6666666666667
"Manhattan","Manhattan",2,14.2,0.9,7.2,1,14.0845070422535
"Manhattan","Manhattan",0,16.4,1.5,11.4,1,0
"Manhattan","Manhattan",2.65,15.95,0.7,9.3,1,16.6144200626959
"Manhattan","Manhattan",4.4,26.4,2.35,17,1,16.6666666666667
"Manhattan","Airport",15.61,95.41,17.96,70,1,16.3609684519442
"Airport","Manhattan",5,69.75,10.33,49.2,1,7.16845878136201
"Manhattan","Manhattan",3.7,22.2,2.46,13.5,1,16.6666666666667
"Manhattan","Manhattan",1,12.2,1.06,7.2,1,8.19672131147541
"Manhattan","Manhattan",2,14.2,1.09,7.2,1,14.0845070422535
"Manhattan","Manhattan",2,19.8,2.16,12.8,1,10.1010101010101
"Manhattan","Manhattan",5.85,29.25,2.7,18.4,1,20
"Manhattan","Manhattan",4.4,26.4,2.71,17,1,16.6666666666667
"Brooklyn","Manhattan",4.55,27.25,3.6,17.7,1,16.697247706422
"Manhattan","Manhattan",3.84,23.04,2.38,14.2,1,16.6666666666667
"Manhattan","Queens",16.19,97.13,2.39,70,1,16.6683825800474
"Manhattan","Manhattan",4.42,26.52,2.95,15.6,1,16.6666666666667
"Manhattan","Manhattan",1,14.3,1,9.3,1,6.99300699300699
"Manhattan","Manhattan",0.04,28.44,1.44,21.9,1,0.140646976090014
"Manhattan","Manhattan",2.4,14.3,1.1,7.9,1,16.7832167832168
"Manhattan","Manhattan",2,18.5,0.84,10,1,10.8108108108108
"Manhattan","Manhattan",2,16.7,1.08,10.7,1,11.9760479041916
"Queens","Manhattan",7.75,38.85,6,26.1,1,19.9485199485199
"Manhattan","Manhattan",3.6,21.8,1.3,14.2,1,16.5137614678899
"Manhattan","Manhattan",8.07,34.97,4.26,21.9,1,23.0769230769231
"Manhattan","Manhattan",3.78,16.38,0.99,8.6,1,23.0769230769231
"Manhattan","Manhattan",2.14,23.54,2.8,14.9,1,9.09090909090909
"Manhattan","Manhattan",5.85,25.45,2.1,15.6,1,22.9862475442043
"Manhattan","Manhattan",3.14,18.84,1.44,10.7,1,16.6666666666667
"Manhattan","Manhattan",4,30.3,2.47,19.8,1,13.2013201320132
"Manhattan","Brooklyn",9.2,46,4.29,30.3,1,20
"Bronx","Airport",5,116,27.3,101.7,1,4.31034482758621
"Manhattan","Airport",12.75,76.5,8.83,45.7,1,16.6666666666667
"Manhattan","Manhattan",2,22.7,0.86,14.2,1,8.81057268722467
"Manhattan","Manhattan",3.46,26.56,2.8,19.1,1,13.0271084337349
"Manhattan","Manhattan",3.33,16.63,1.2,9.3,1,20.0240529164161
"Manhattan","Manhattan",3,30.6,3.57,22.6,1,9.80392156862745
"Manhattan","Manhattan",0.53,11.03,0.6,6.5,1,4.80507706255666
"Manhattan","Manhattan",2.84,31.24,4.3,21.9,1,9.09090909090909
"Manhattan","Manhattan",7.56,32.76,1.69,21.2,1,23.0769230769231
"Brooklyn","Airport",9.46,58.51,7.8,40.8,1,16.168176380106
"Manhattan","Manhattan",3.16,18.96,0.68,9.3,1,16.6666666666667
"Airport","Manhattan",16.19,97.13,16.83,70,1,16.6683825800474
"Queens","Manhattan",7.48,44.88,7.04,32.4,1,16.6666666666667
"Manhattan","Manhattan",2,22.3,1.53,16.3,1,8.96860986547085
"Manhattan","Airport",10,83.25,16.1,70,1,12.012012012012
"Manhattan","Manhattan",2.5,26.3,2.64,19.8,1,9.50570342205323
"Brooklyn","Manhattan",5.24,31.44,4.3,21.2,1,16.6666666666667
"Manhattan","Manhattan",2.81,26.21,3.37,18.4,1,10.7210988172453
"Manhattan","Manhattan",1,12.9,0.97,7.9,1,7.75193798449612
"Manhattan","Manhattan",2.65,15.95,1.3,9.3,1,16.6144200626959
"Manhattan","Manhattan",5.88,35.28,3.05,25.4,1,16.6666666666667
"Manhattan","Manhattan",0,29.7,5.06,24.7,1,0
"Brooklyn","Manhattan",4.12,24.72,2.74,15.6,1,16.6666666666667
"Manhattan","Manhattan",1,14.3,1.1,9.3,1,6.99300699300699
"Airport","Manhattan",15.61,93.66,18.9,70,1,16.6666666666667
"Manhattan","Manhattan",2.95,18.65,1.28,10.7,1,15.8176943699732
"Manhattan","Manhattan",1,24.4,3.3,18.4,1,4.09836065573771
"Manhattan","Manhattan",4.12,24.72,2.57,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.23,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.07,13.5,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1,8.6,1,16.6666666666667
"Manhattan","Manhattan",2.05,12.25,0.1,3.7,1,16.734693877551
"Manhattan","Manhattan",1,15,1.4,10,1,6.66666666666667
"Manhattan","Manhattan",5.88,35.28,4.86,25.4,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,3,13.5,1,16.6666666666667
"Manhattan","Manhattan",5.55,27.95,2.5,18.4,1,19.8568872987478
"Queens","Manhattan",3.92,23.52,3.2,15.6,1,16.6666666666667
"Manhattan","Manhattan",3,16.7,0.8,7.2,1,17.9640718562874
"Manhattan","Manhattan",3.08,18.48,1.21,11.4,1,16.6666666666667
"Manhattan","Airport",6,57.4,8.07,33.1,1,10.4529616724739
"Manhattan","Manhattan",2.5,31.9,3.62,25.4,1,7.83699059561129
"Manhattan","Manhattan",0,18.9,2.48,14.9,1,0
"Manhattan","Manhattan",3,20.8,1.93,12.8,1,14.4230769230769
"Manhattan","Manhattan",0,12.6,1.79,8.6,1,0
"Manhattan","Manhattan",3.31,25.41,1.46,15.6,1,13.0263675718221
"Manhattan","Manhattan",4.3,26,1.1,17.7,1,16.5384615384615
"Manhattan","Manhattan",3.02,18.12,0.86,8.6,1,16.6666666666667
"Manhattan","Airport",11.34,68.03,9.26,38,1,16.6691165662208
"Manhattan","Manhattan",4.2,25.2,2.4,17,1,16.6666666666667
"Manhattan","Manhattan",0,23.5,0,20,1,0
"Manhattan","Manhattan",3.64,21.84,2.81,14.2,1,16.6666666666667
"Manhattan","Manhattan",4.68,28.08,3.5,18.4,1,16.6666666666667
"Manhattan","Airport",16.19,98.88,18.17,70,1,16.3733818770227
"Manhattan","Manhattan",1,11.5,0.8,6.5,1,8.69565217391304
"Queens","Airport",10,69.65,13.77,56.9,1,14.3575017946877
"Manhattan","Manhattan",3.42,20.52,2.23,12.1,1,16.6666666666667
"Manhattan","Manhattan",6.5,39,3.86,27.5,1,16.6666666666667
"Manhattan","Manhattan",1.68,12.88,0.8,7.2,1,13.0434782608696
"Manhattan","Manhattan",2.78,21.28,2.1,13.5,1,13.0639097744361
"Manhattan","Airport",16.19,98.88,17.64,70,1,16.3733818770227
"Brooklyn","Brooklyn",13.25,66.35,13.4,50.6,1,19.9698568198945
"Manhattan","Manhattan",2,12.1,0.6,5.1,1,16.5289256198347
"Manhattan","Manhattan",6.92,41.52,6.63,29.6,1,16.6666666666667
"Manhattan","Manhattan",3,18,0.99,10,1,16.6666666666667
"Manhattan","Manhattan",3.86,23.16,1.47,12.8,1,16.6666666666667
"Manhattan","Manhattan",5.8,34.8,2.7,24,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.54,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.6,15.8,1.4,10.7,1,16.4556962025316
"Manhattan","Manhattan",3,18,1.13,10,1,16.6666666666667
"Manhattan","Manhattan",2.9,19,1.52,12.1,1,15.2631578947368
"Manhattan","Manhattan",3.1,18.8,1.3,10.7,1,16.4893617021277
"Manhattan","Airport",10,67.49,9,37.3,1,14.8170099273967
"Manhattan","Manhattan",1.11,19.01,1.4,11.4,1,5.83903208837454
"Queens","Manhattan",3,31.3,4.54,23.3,1,9.58466453674121
"Manhattan","Manhattan",2.7,17,1.69,9.3,1,15.8823529411765
"Manhattan","Manhattan",4.03,20.13,1.99,12.1,1,20.019870839543
"Airport","Manhattan",9.95,59.69,8.4,33.8,1,16.6694588708326
"Manhattan","Manhattan",6.35,38.25,3.8,25.4,1,16.6013071895425
"Manhattan","Manhattan",2.66,15.96,1.11,9.3,1,16.6666666666667
"Manhattan","Manhattan",5.3,31.9,2.9,22.6,1,16.6144200626959
"Manhattan","Manhattan",3,24.4,2.08,14.9,1,12.2950819672131
"Manhattan","Manhattan",5.26,31.56,2.01,19.8,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.82,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.85,14.35,0.8,6.5,1,19.8606271777003
"Manhattan","Manhattan",2,15,0.6,6.5,1,13.3333333333333
"Manhattan","Manhattan",3.3,19.8,1.03,10,1,16.6666666666667
"Manhattan","Manhattan",0,12.9,1.07,7.9,1,0
"Manhattan","Airport",13.73,84.12,12.98,52.7,1,16.321921065145
"Manhattan","Manhattan",1,17.4,1.8,11.4,1,5.74712643678161
"Manhattan","Manhattan",1,12.9,1,7.9,1,7.75193798449612
"Manhattan","Manhattan",1,14.7,0.92,7.2,1,6.80272108843537
"Brooklyn","Airport",10,83.35,16.43,68.1,1,11.997600479904
"Manhattan","Manhattan",3.6,21.8,2,14.2,1,16.5137614678899
"Manhattan","Manhattan",2.24,13.44,0.63,7.2,1,16.6666666666667
"Manhattan","Manhattan",2,33.2,2.55,24.7,1,6.02409638554217
"Brooklyn","Manhattan",6.78,40.68,4.97,28.9,1,16.6666666666667
"Manhattan","Manhattan",4.55,22.75,1.93,14.2,1,20
"Manhattan","Manhattan",4.38,21.88,1.92,13.5,1,20.018281535649
"Manhattan","Airport",12.92,77.52,11.08,47.8,1,16.6666666666667
"Manhattan","Manhattan",4,28.8,2.53,19.8,1,13.8888888888889
"Airport","Airport",7,56.05,10.9,40.8,1,12.4888492417484
"Manhattan","Manhattan",3.99,30.59,2.16,22.6,1,13.0434782608696
"Manhattan","Manhattan",3.14,18.84,1.74,10.7,1,16.6666666666667
"Manhattan","Manhattan",4.54,27.24,2.4,17.7,1,16.6666666666667
"Manhattan","Airport",20.14,102.44,16.66,70,1,19.6602889496291
"Manhattan","Manhattan",5,25,2.07,13.5,1,20
"Manhattan","Manhattan",2,30,5.13,24,1,6.66666666666667
"Manhattan","Manhattan",4.42,26.52,2.42,15.6,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,2.34,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.28,19.68,1.48,11.4,1,16.6666666666667
"Manhattan","Manhattan",1.57,17.27,1.44,10.7,1,9.09090909090909
"Manhattan","Manhattan",2.16,12.96,0.53,5.8,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,0.36,9.3,1,16.6666666666667
"Manhattan","Manhattan",1,10.1,0.6,5.1,1,9.9009900990099
"Manhattan","Manhattan",5.68,34.08,4.07,21.9,1,16.6666666666667
"Manhattan","Manhattan",4.83,20.93,1.36,12.1,1,23.0769230769231
"Manhattan","Manhattan",6.4,32,2.45,19.1,1,20
"Brooklyn","Manhattan",8.9,38.6,5,24.7,1,23.0569948186528
"Brooklyn","Manhattan",4,35.8,5.14,26.8,1,11.1731843575419
"Manhattan","Manhattan",4.62,27.72,2.16,19.1,1,16.6666666666667
"Manhattan","Manhattan",5.54,33.24,4.55,21.2,1,16.6666666666667
"Manhattan","Manhattan",2.62,13.12,0.76,6.5,1,19.969512195122
"Manhattan","Manhattan",1.89,20.79,1.35,14.9,1,9.09090909090909
"Manhattan","Manhattan",2.38,14.28,1,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,0.92,7.2,1,16.6666666666667
"Manhattan","Manhattan",2,22.3,2.22,16.3,1,8.96860986547085
"Manhattan","Manhattan",1,24.8,2.96,19.8,1,4.03225806451613
"Manhattan","Manhattan",2,20.5,1.3,13.5,1,9.75609756097561
"Manhattan","Manhattan",0.91,10.01,0.46,5.1,1,9.09090909090909
"Manhattan","Manhattan",2.58,15.48,1.06,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.98,22.88,2.4,14.9,1,13.0244755244755
"Manhattan","Manhattan",2.35,14.25,0.7,7.9,1,16.4912280701754
"Manhattan","Manhattan",4.62,27.72,2.47,19.1,1,16.6666666666667
"Brooklyn","Manhattan",2,18.8,2.2,12.8,1,10.6382978723404
"Manhattan","Manhattan",4.48,26.88,2.55,18.4,1,16.6666666666667
"Manhattan","Manhattan",3.85,19.25,1.61,11.4,1,20
"Airport","Manhattan",14.3,85.8,19.93,70,1,16.6666666666667
"Manhattan","Manhattan",6.1,36.6,4.2,24,1,16.6666666666667
"Manhattan","Manhattan",6.64,39.84,6.32,28.2,1,16.6666666666667
"Manhattan","Manhattan",5.54,33.24,2.97,21.2,1,16.6666666666667
"Manhattan","Airport",12.75,78.24,9.73,47.8,1,16.2960122699387
"Manhattan","Manhattan",4.05,24.35,2.3,16.3,1,16.6324435318275
"Manhattan","Manhattan",2,15.3,1.09,9.3,1,13.0718954248366
"Manhattan","Manhattan",4.34,26.04,2.79,17.7,1,16.6666666666667
"Manhattan","Manhattan",5.8,34.9,3.5,22.6,1,16.6189111747851
"Bronx","Manhattan",8.18,49.08,8,35.9,1,16.6666666666667
"Manhattan","Manhattan",2.2,13.4,0.8,7.2,1,16.4179104477612
"Manhattan","Manhattan",1.64,18.04,1.66,11.4,1,9.09090909090909
"Manhattan","Manhattan",2.86,17.16,1.19,9.3,1,16.6666666666667
"Manhattan","Manhattan",6.64,39.84,5.05,28.2,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.6,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.08,18.58,1.72,10,1,11.194833153929
"Airport","Manhattan",5,58.54,9.05,40.1,1,8.54116843184148
"Manhattan","Manhattan",4.3,25.7,1.8,14.9,1,16.7315175097276
"Manhattan","Manhattan",2,11.8,0.68,5.8,1,16.9491525423729
"Manhattan","Manhattan",1,14.3,1.3,9.3,1,6.99300699300699
"Manhattan","Manhattan",4.98,29.88,2.65,18.4,1,16.6666666666667
"Manhattan","Manhattan",4.5,27.2,3.89,17.7,1,16.5441176470588
"Manhattan","Manhattan",2.8,16.8,0.98,10,1,16.6666666666667
"Manhattan","Manhattan",4.9,29.4,1.81,20.5,1,16.6666666666667
"Manhattan","Manhattan",1.89,14.49,0.99,8.6,1,13.0434782608696
"Manhattan","Manhattan",4.65,23.15,3,13.5,1,20.0863930885529
"Manhattan","Manhattan",3,18,2.06,10,1,16.6666666666667
