"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",6.22,37.32,2.54,26.1,1,16.6666666666667
"Queens","Manhattan",7.2,43.2,6.84,31,1,16.6666666666667
"Brooklyn","Airport",20.45,103.5,20.46,79.3,1,19.7584541062802
"Manhattan","Manhattan",4.48,26.88,1.97,18.4,1,16.6666666666667
"Manhattan","Manhattan",2,26.9,2.01,18.4,1,7.43494423791822
"Manhattan","Manhattan",2.5,15.1,1.3,8.6,1,16.5562913907285
"Manhattan","Manhattan",2.95,14.85,0.9,7.9,1,19.8653198653199
"Manhattan","Manhattan",2.88,17.28,0.73,7.9,1,16.6666666666667
"Manhattan","Manhattan",3.92,23.52,1.47,15.6,1,16.6666666666667
"Manhattan","Manhattan",2,30.4,3.42,21.9,1,6.57894736842105
"Manhattan","Manhattan",5,27.7,1.9,17.7,1,18.0505415162455
"Manhattan","Manhattan",1.96,11.76,0.42,5.8,1,16.6666666666667
"Manhattan","Manhattan",3.78,16.38,0.78,8.6,1,23.0769230769231
"Manhattan","Manhattan",1,20.9,2.32,14.9,1,4.78468899521531
"Manhattan","Manhattan",3.3,19.8,1.24,10,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.13,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.2,19.3,1.8,12.1,1,16.580310880829
"Manhattan","Manhattan",4.65,28.05,3.2,18.4,1,16.5775401069519
"Manhattan","Manhattan",4.28,25.68,2.39,14.9,1,16.6666666666667
"Manhattan","Manhattan",4.4,26.4,3,17,1,16.6666666666667
"Manhattan","Manhattan",3,13.1,0.6,5.1,1,22.9007633587786
"Queens","Airport",12.46,76.51,14.58,58.3,1,16.2854528819762
"Manhattan","Manhattan",3,18.4,1.2,11.4,1,16.304347826087
"Manhattan","Manhattan",4.34,26.04,3.1,17.7,1,16.6666666666667
"Brooklyn","Manhattan",7.2,43.2,6.6,31,1,16.6666666666667
"Manhattan","Airport",6,46.59,6.01,25.4,1,12.8783000643915
"Manhattan","Airport",11.71,59.81,8.6,33.8,1,19.578665774954
"Manhattan","Manhattan",0,9.4,0.18,4.4,1,0
"Airport","Manhattan",0,80.55,17.1,70,1,0
"Manhattan","Manhattan",5,24.9,2.1,14.9,1,20.0803212851406
"Manhattan","Manhattan",2.26,17.36,0.93,8.6,1,13.0184331797235
"Manhattan","Manhattan",2.1,12.6,0.6,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.47,16.17,0.79,7.2,1,15.2752009894867
"Airport","Manhattan",4.5,85.44,17.2,70,1,5.26685393258427
"Manhattan","Manhattan",4.62,27.72,2.05,19.1,1,16.6666666666667
"Manhattan","Manhattan",4.98,29.88,2.59,18.4,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.1,10,1,16.6666666666667
"Manhattan","Manhattan",6.5,39,3.29,27.5,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,1.6,17,1,16.6666666666667
"Manhattan","Manhattan",10,50.9,8.8,35.9,1,19.6463654223969
"Manhattan","Manhattan",2.6,15.6,0.64,6.5,1,16.6666666666667
"Airport","Manhattan",16.11,96.66,17.78,70,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,2.03,14.2,1,16.6666666666667
"Manhattan","Manhattan",2,17,1.5,10,1,11.7647058823529
"Manhattan","Manhattan",3.7,22.2,2.7,13.5,1,16.6666666666667
"Manhattan","Manhattan",4.8,24,2.46,14.2,1,20
"Brooklyn","Manhattan",5.52,33.12,4.42,22.6,1,16.6666666666667
"Manhattan","Manhattan",1.88,11.28,0.43,4.4,1,16.6666666666667
"Queens","Airport",0,22.65,4.2,18.4,1,0
"Brooklyn","Manhattan",0,62.3,10.82,58.3,1,0
"Manhattan","Manhattan",3.22,19.32,2.04,12.1,1,16.6666666666667
"Manhattan","Manhattan",1,24.1,1.46,19.1,1,4.149377593361
"Manhattan","Manhattan",2.52,15.12,0.82,8.6,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.46,10,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.77,7.2,1,16.6666666666667
"Brooklyn","Manhattan",5.8,34.8,3.81,24,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.97,13.5,1,16.6666666666667
"Manhattan","Manhattan",1.9,18,1.59,12.1,1,10.5555555555556
"Manhattan","Manhattan",3.56,21.36,2.04,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.3,19.8,1.4,10.7,1,16.6666666666667
"Manhattan","Manhattan",3.98,23.88,2.08,14.9,1,16.6666666666667
"Manhattan","Manhattan",8.62,51.72,5.32,36.6,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,0.85,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,1.3,8.6,1,16.6666666666667
"Manhattan","Manhattan",3.4,20.6,1.3,10.7,1,16.504854368932
"Manhattan","Manhattan",5.95,29.75,1.22,19.8,1,20
"Manhattan","Manhattan",2.4,15,0.88,8.6,1,16
"Manhattan","Manhattan",1.59,11.39,0.83,5.8,1,13.9596136962248
"Manhattan","Manhattan",2.94,17.64,1.37,10.7,1,16.6666666666667
"Manhattan","Manhattan",10.41,45.11,2.58,28.2,1,23.0769230769231
"Manhattan","Manhattan",3.78,22.68,1.51,14.9,1,16.6666666666667
"Manhattan","Manhattan",2.15,12.95,0.5,5.8,1,16.6023166023166
"Manhattan","Manhattan",3.15,18.85,1.6,10.7,1,16.710875331565
"Manhattan","Manhattan",5.65,33.95,3.5,23.3,1,16.6421207658321
"Manhattan","Manhattan",1.5,16.9,1.2,11.4,1,8.87573964497042
"Manhattan","Manhattan",2.5,15.1,1.3,8.6,1,16.5562913907285
"Manhattan","Manhattan",3.22,19.32,1.42,12.1,1,16.6666666666667
"Manhattan","Manhattan",4.72,23.62,2.85,14.9,1,19.9830651989839
"Manhattan","Manhattan",1.5,18,0.85,10,1,8.33333333333333
"Brooklyn","Manhattan",7.25,36.25,4.15,24,1,20
"Manhattan","Manhattan",5.32,31.92,4.8,22.6,1,16.6666666666667
"Manhattan","Manhattan",1.5,11.3,0.6,5.8,1,13.2743362831858
"Manhattan",NA,3.22,19.32,1.6,12.1,1,16.6666666666667
"Manhattan","Manhattan",2,18.1,1.23,12.1,1,11.0497237569061
"Manhattan","Manhattan",5.38,32.28,3.37,21.9,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,2.65,17,1,16.6666666666667
"Queens","Manhattan",0,45,11.7,43.5,1,0
"Manhattan","Airport",5,75.39,11.5,52.7,1,6.63217933412919
"Manhattan","Manhattan",2.66,15.96,0.93,9.3,1,16.6666666666667
"Manhattan","Manhattan",5.04,30.24,5,21.2,1,16.6666666666667
"Manhattan","Manhattan",1.85,11.25,0.3,4.4,1,16.4444444444444
"Manhattan","Manhattan",2.94,17.64,0.29,10.7,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.5,6.5,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.62,10,1,16.6666666666667
"Manhattan","Manhattan",1,16.4,1.87,11.4,1,6.09756097560976
"Manhattan","Manhattan",2.52,15.12,1,8.6,1,16.6666666666667
"Manhattan","Manhattan",4.14,24.84,1.9,14.2,1,16.6666666666667
"Manhattan","Manhattan",3.65,21.85,2.6,14.2,1,16.7048054919908
"Manhattan","Manhattan",2,19.2,0.92,10.7,1,10.4166666666667
"Manhattan","Manhattan",3,27.5,3.54,20.5,1,10.9090909090909
"Manhattan","Manhattan",6.92,41.52,4.14,29.6,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,0.99,8.6,1,16.6666666666667
"Manhattan","Manhattan",0,13.3,1.34,9.3,1,0
"Manhattan","Manhattan",2.38,14.28,0.94,7.9,1,16.6666666666667
"Airport","Manhattan",10,90.55,16.5,70,1,11.0436223081171
"Manhattan","Manhattan",5.25,31.55,2.9,19.8,1,16.6402535657686
"Manhattan","Manhattan",1.2,13.1,0.73,7.9,1,9.16030534351145
"Manhattan","Manhattan",5,25,1.7,13.5,1,20
"Manhattan","Manhattan",7.56,45.36,6.51,33.8,1,16.6666666666667
"Manhattan","Manhattan",1.54,16.94,0.97,11.4,1,9.09090909090909
"Manhattan","Manhattan",3.92,23.52,2.42,15.6,1,16.6666666666667
"Manhattan","Manhattan",2.52,15.12,0.71,8.6,1,16.6666666666667
"Queens","Manhattan",7.75,46.49,5.24,26.8,1,16.6702516670252
"Brooklyn","Manhattan",4.26,25.56,2.87,16.3,1,16.6666666666667
"Manhattan","Queens",7,68.99,8.69,44.3,1,10.1463980286998
"Manhattan","Manhattan",1.96,11.76,0.56,5.8,1,16.6666666666667
"Manhattan","Manhattan",2.45,12.25,0.54,5.8,1,20
"Manhattan","Manhattan",1.3,14.3,0.7,6.5,1,9.09090909090909
"Manhattan","Manhattan",1,16.4,1.27,11.4,1,6.09756097560976
"Manhattan","Manhattan",3.02,18.12,0.82,8.6,1,16.6666666666667
"Brooklyn","Manhattan",3.42,20.52,1.95,12.1,1,16.6666666666667
"Brooklyn","Airport",20.18,87.43,11.93,59,1,23.0813222006176
"Manhattan","Manhattan",1.5,10.6,0.57,5.1,1,14.1509433962264
"Manhattan","Manhattan",3.86,23.16,2.3,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.34,13.5,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,1.05,7.2,1,16.6666666666667
"Manhattan","Manhattan",5.82,34.92,3.19,22.6,1,16.6666666666667
"Brooklyn","Airport",9.18,56.83,9.38,39.4,1,16.1534400844624
"Manhattan","Manhattan",2.24,13.44,0.65,7.2,1,16.6666666666667
"Brooklyn","Airport",9.43,56.58,10.4,42.9,1,16.6666666666667
"Brooklyn","Manhattan",8,52.4,6.8,39.4,1,15.2671755725191
"Manhattan","Manhattan",4.25,18.55,1.2,9.3,1,22.911051212938
"Manhattan","Manhattan",2.1,12.6,0.73,6.5,1,16.6666666666667
"Manhattan","Airport",11.69,71.39,9.82,42.9,1,16.374842414904
"Manhattan","Manhattan",2.8,16.8,0.6,10,1,16.6666666666667
"Manhattan","Manhattan",0,11.2,0.86,7.2,1,0
"Manhattan","Manhattan",2,12.5,0.55,6.5,1,16
"Manhattan","Manhattan",2.24,13.44,0.81,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,0.94,7.9,1,16.6666666666667
"Manhattan","Airport",16.19,98.88,16.28,70,1,16.3733818770227
"Manhattan","Manhattan",1.78,19.58,1.77,12.8,1,9.09090909090909
"Manhattan","Airport",17.02,85.12,11.47,51.3,1,19.9953007518797
"Manhattan","Manhattan",4.26,25.56,2.3,16.3,1,16.6666666666667
"Manhattan","Manhattan",2.15,16.45,1.5,9.3,1,13.0699088145897
"Manhattan","Manhattan",4.62,27.72,1.83,19.1,1,16.6666666666667
"Manhattan","Manhattan",4.48,26.88,3.36,18.4,1,16.6666666666667
"Manhattan","Manhattan",7.42,44.52,4.17,33.1,1,16.6666666666667
"Manhattan","Manhattan",0,25.9,1.44,21.9,1,0
"Queens","Airport",5,54.85,10.98,47.1,1,9.11577028258888
"Manhattan","Manhattan",1,16.1,1.27,8.6,1,6.2111801242236
"Manhattan","Manhattan",5.95,35.65,5.8,24.7,1,16.6900420757363
"Manhattan","Manhattan",3.3,19.8,1.24,10,1,16.6666666666667
"Manhattan","Manhattan",0,23.4,3.6,18.4,1,0
"Brooklyn","Manhattan",10,79.15,13.7,57.6,1,12.6342387871131
"Manhattan","Manhattan",3.25,16.25,0.49,6.5,1,20
"Manhattan","Manhattan",2.02,12.12,0.58,5.1,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.6,6.5,1,16.6666666666667
"Manhattan","Manhattan",3.25,16.25,0.7,6.5,1,20
"Manhattan","Manhattan",4.45,22.25,1.99,12.8,1,20
"Manhattan","Manhattan",1.9,11.4,0,3,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,1.04,7.9,1,16.6666666666667
"Manhattan","Airport",5,87.69,19.16,70,1,5.70190443608165
"Brooklyn","Brooklyn",0,19,0.9,17.5,1,0
"Manhattan","Manhattan",3.55,21.35,2.8,12.8,1,16.6276346604215
"Manhattan","Manhattan",3.25,19.65,1.8,11.4,1,16.5394402035623
"Manhattan","Manhattan",0,11.2,0.8,7.2,1,0
"Manhattan","Manhattan",2.58,15.48,1.05,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,0.98,10,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.9,7.2,1,16.6666666666667
"Manhattan","Manhattan",3,19.8,1.84,12.8,1,15.1515151515152
"Manhattan","Manhattan",4.9,29.4,2.6,20.5,1,16.6666666666667
"Manhattan","Manhattan",1,10.4,0.44,4.4,1,9.61538461538461
"Manhattan","Manhattan",5,17.6,1.15,8.6,1,28.4090909090909
"Bronx","Manhattan",15.1,75.5,11.2,53.4,1,20
"Manhattan","Airport",9.67,59.27,7.67,30.3,1,16.3151678758225
"Manhattan","Manhattan",4.55,27.25,3.4,17.7,1,16.697247706422
"Manhattan","Manhattan",1,11.8,0.79,5.8,1,8.47457627118644
"Manhattan","Manhattan",3.56,21.36,2.45,12.8,1,16.6666666666667
"Manhattan","Manhattan",4.4,26.5,2.1,15.6,1,16.6037735849057
"Manhattan","Manhattan",3.85,19.25,0.43,11.4,1,20
"Manhattan","Manhattan",2.38,14.28,0.47,7.9,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.12,10,1,16.6666666666667
"Manhattan","Manhattan",4.62,27.72,0.93,19.1,1,16.6666666666667
"Manhattan","Manhattan",1,18.9,1,11.4,1,5.29100529100529
"Manhattan","Manhattan",1,16.1,0.96,8.6,1,6.2111801242236
"Manhattan","Manhattan",4,20.1,2,12.1,1,19.9004975124378
"Manhattan","Manhattan",1,12.2,0.8,7.2,1,8.19672131147541
"Brooklyn","Airport",9.3,57.05,10.18,45,1,16.3014899211218
"Manhattan","Airport",16.19,98.88,19.42,70,1,16.3733818770227
"Manhattan","Manhattan",3.5,21,2.2,13.5,1,16.6666666666667
"Manhattan","Manhattan",3.64,21.84,1.67,14.2,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.31,12.1,1,16.6666666666667
"Manhattan","Manhattan",0,12.2,0.88,7.2,1,0
"Manhattan","Manhattan",2.8,16.8,0.89,10,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.95,12.1,1,16.6666666666667
"Manhattan","Manhattan",2.46,14.76,0.62,5.8,1,16.6666666666667
"Manhattan","Manhattan",1.51,16.61,0.85,8.6,1,9.09090909090909
"Brooklyn","Airport",21.25,107.5,21.37,83.5,1,19.7674418604651
"Manhattan","Manhattan",3.5,21,1.58,13.5,1,16.6666666666667
"Manhattan","Manhattan",1.5,12,0.66,6.5,1,12.5
"Manhattan","Manhattan",3,21.2,2.1,14.2,1,14.1509433962264
"Manhattan","Manhattan",3.42,20.52,2.43,12.1,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.47,13.5,1,16.6666666666667
"Manhattan","Airport",16.35,98.15,18.1,70,1,16.6581762608253
"Manhattan","Manhattan",7.08,42.48,4.9,28.9,1,16.6666666666667
"Queens","Airport",1,26.75,4.23,20.5,1,3.73831775700935
"Manhattan","Manhattan",4.48,26.88,3.75,18.4,1,16.6666666666667
"Manhattan","Manhattan",3.08,18.48,1.72,11.4,1,16.6666666666667
"Manhattan","Manhattan",10,63.2,8.7,49.2,1,15.8227848101266
"Manhattan","Manhattan",3,14.9,1.1,7.9,1,20.1342281879195
"Manhattan","Manhattan",2.4,14.3,0.9,7.9,1,16.7832167832168
"Manhattan","Manhattan",6.94,41.64,5.78,28.2,1,16.6666666666667
"Manhattan","Manhattan",0,11.9,0.7,7.9,1,0
"Manhattan","Manhattan",5.46,32.76,3.77,23.3,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.12,7.9,1,16.6666666666667
"Manhattan","Manhattan",4.1,24.8,1.7,14.2,1,16.5322580645161
"Manhattan","Manhattan",1,12.9,0.85,7.9,1,7.75193798449612
"Manhattan","Manhattan",5.4,27.1,2.7,17.7,1,19.9261992619926
"Manhattan","Manhattan",5,26.7,2.3,17.7,1,18.7265917602996
"Manhattan","Manhattan",5.88,35.28,2.67,25.4,1,16.6666666666667
"Manhattan","Manhattan",4.5,36,5.9,27.5,1,12.5
"Manhattan","Manhattan",7,42,7.1,31,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,1.83,12.8,1,16.6666666666667
"Manhattan","Manhattan",7.1,35.5,3.26,21.9,1,20
"Manhattan","Manhattan",2.8,16.8,1.6,10,1,16.6666666666667
"Manhattan","Manhattan",4,24,1.8,13.5,1,16.6666666666667
"Manhattan","Queens",9.75,63.9,10.45,43.6,1,15.2582159624413
"Brooklyn","Manhattan",6.5,39,4.9,27.5,1,16.6666666666667
"Manhattan","Manhattan",4.26,25.56,2.8,16.3,1,16.6666666666667
"Manhattan","Manhattan",1,11.8,0.88,5.8,1,8.47457627118644
"Manhattan","Manhattan",3.5,21,2.1,13.5,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.61,14.9,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.67,10.7,1,16.6666666666667
"Manhattan","Manhattan",1.99,28.19,3.82,21.2,1,7.05924086555516
"Manhattan","Manhattan",4,28.5,3.7,20.5,1,14.0350877192982
"Manhattan","Manhattan",4.48,26.88,1.77,18.4,1,16.6666666666667
"Manhattan","Manhattan",2,20.2,1.08,14.2,1,9.9009900990099
"Manhattan","Manhattan",2.52,15.12,1.15,8.6,1,16.6666666666667
"Manhattan","Manhattan",0.2,30.3,4.5,26.1,1,0.66006600660066
"Manhattan","Manhattan",3.86,23.16,1.4,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.92,23.52,1.32,15.6,1,16.6666666666667
"Brooklyn","Airport",20.91,92.36,15.33,59.7,1,22.6396708531832
"Manhattan","Manhattan",2.21,24.31,2.53,15.6,1,9.09090909090909
"Manhattan","Manhattan",3.84,23.04,2.19,14.2,1,16.6666666666667
"Airport","Manhattan",5,85.94,17.31,70,1,5.81801256690714
"Manhattan","Manhattan",4.62,20.02,2.06,11.4,1,23.0769230769231
"Queens","Airport",8.26,51.31,7.52,33.8,1,16.0982264665757
"Manhattan","Manhattan",4.95,29.75,3.7,19.8,1,16.6386554621849
"Manhattan","Manhattan",3.3,19.8,0.99,10,1,16.6666666666667
"Manhattan","Manhattan",0,11.5,0.74,6.5,1,0
"Manhattan","Manhattan",2.44,14.64,1,7.2,1,16.6666666666667
"Manhattan","Manhattan",0,41.7,7.03,35.2,1,0
"Manhattan","Airport",5,59.35,9.71,43.6,1,8.424599831508
"Manhattan",NA,5.95,29.75,1.6,19.8,1,20
"Manhattan","Manhattan",2.6,15.6,0.52,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.65,6.5,1,16.6666666666667
"Manhattan","Manhattan",2.88,17.28,1.05,7.9,1,16.6666666666667
"Manhattan","Manhattan",4.54,27.24,2.34,17.7,1,16.6666666666667
"Manhattan","Manhattan",5.46,23.66,1.71,14.2,1,23.0769230769231
"Manhattan","Manhattan",3.72,22.32,1.42,12.1,1,16.6666666666667
"Manhattan","Queens",13.24,79.43,12.36,48.5,1,16.6687649502707
"Manhattan","Manhattan",2.5,12.6,0.4,5.1,1,19.8412698412698
"Manhattan","Manhattan",4.14,24.84,1.45,14.2,1,16.6666666666667
"Manhattan","Manhattan",2,26.5,3.3,20.5,1,7.54716981132075
"Manhattan","Manhattan",1.54,16.94,1.6,11.4,1,9.09090909090909
"Manhattan","Manhattan",3.28,19.68,1.3,11.4,1,16.6666666666667
"Manhattan","Manhattan",3.84,23.04,2.03,14.2,1,16.6666666666667
"Manhattan","Manhattan",8.3,41.5,4.35,28.2,1,20
"Manhattan","Manhattan",2.24,13.44,1.06,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.9,17.6,1.6,10.7,1,16.4772727272727
"Manhattan","Manhattan",4.82,28.92,2.94,19.1,1,16.6666666666667
"Manhattan","Manhattan",3.56,21.36,2.47,12.8,1,16.6666666666667
"Manhattan","Manhattan",2,14.2,1.23,7.2,1,14.0845070422535
"Manhattan","Manhattan",2.94,17.64,1.56,10.7,1,16.6666666666667
"Brooklyn","Airport",12.65,63.3,10.2,42.9,1,19.9842022116904
"Manhattan","Manhattan",2.38,14.28,0.94,7.9,1,16.6666666666667
"Manhattan","Manhattan",5,25.3,1.7,16.3,1,19.7628458498024
"Manhattan","Manhattan",3.4,17,0.97,8.6,1,20
"Manhattan","Manhattan",2,33.5,4.9,27.5,1,5.97014925373134
"Manhattan","Manhattan",1,12.2,1,7.2,1,8.19672131147541
"Manhattan","Airport",14.93,91.32,11.5,56.2,1,16.3491020586947
"Manhattan","Manhattan",8.68,52.08,8.49,39.4,1,16.6666666666667
"Manhattan","Manhattan",7.98,39.88,2.99,25.4,1,20.0100300902708
"Brooklyn","Airport",8,91.65,13.53,77.9,1,8.72885979268958
"Manhattan","Manhattan",1,10.1,0.35,5.1,1,9.9009900990099
"Airport","Manhattan",12.35,73.99,11,45.7,1,16.6914447898365
"Manhattan","Manhattan",3,20.9,2.32,11.4,1,14.3540669856459
"Manhattan","Manhattan",6.86,41.16,4.14,30.3,1,16.6666666666667
"Manhattan","Manhattan",3.1,18.8,1.6,10.7,1,16.4893617021277
"Manhattan","Manhattan",5,25,2.16,13.5,1,20
"Manhattan","Manhattan",4.84,29.04,1.73,17.7,1,16.6666666666667
"Manhattan","Manhattan",2.3,14.9,1.3,8.6,1,15.4362416107383
"Manhattan","Manhattan",12.25,61.25,9.21,45,1,20
"Brooklyn","Manhattan",6,41.3,7.03,30.3,1,14.5278450363196
"Manhattan","Manhattan",2.94,17.64,1.82,10.7,1,16.6666666666667
"Manhattan","Manhattan",0,37.1,7.8,33.1,1,0
"Manhattan","Manhattan",2.72,16.32,0.97,8.6,1,16.6666666666667
"Manhattan","Manhattan",5.35,32.25,5.1,21.9,1,16.5891472868217
"Queens","Airport",4.5,38.95,7.45,31.7,1,11.5532734274711
"Manhattan","Manhattan",3,15.2,0.9,7.2,1,19.7368421052632
"Manhattan","Manhattan",1,12.5,1,6.5,1,8
"Manhattan","Manhattan",2.8,16.8,1.31,10,1,16.6666666666667
"Manhattan","Manhattan",3,25.4,2.79,18.4,1,11.8110236220472
"Manhattan","Manhattan",7.56,45.36,6.35,33.8,1,16.6666666666667
"Manhattan","Manhattan",3.85,19.25,1.44,11.4,1,20
"Manhattan","Manhattan",4,20.1,0.7,12.1,1,19.9004975124378
"Manhattan","Manhattan",3.35,20.15,1.7,12.8,1,16.6253101736973
"Manhattan","Manhattan",2.88,17.28,1.33,7.9,1,16.6666666666667
"Manhattan","Manhattan",5.12,30.72,1.81,19.1,1,16.6666666666667
"Manhattan","Manhattan",4.3,21.5,0.59,10.7,1,20
"Manhattan","Manhattan",3.57,15.47,1.3,7.9,1,23.0769230769231
"Manhattan","Manhattan",4.1,24.8,1.5,14.2,1,16.5322580645161
"Manhattan","Manhattan",3.44,20.64,1.42,10.7,1,16.6666666666667
"Manhattan","Manhattan",8.22,41.12,4.2,28.9,1,19.9902723735409
"Manhattan","Manhattan",0,11.5,0.64,6.5,1,0
"Manhattan","Manhattan",14.79,64.09,10.43,44.3,1,23.0769230769231
"Manhattan","Manhattan",4.76,32.76,2.81,24,1,14.5299145299145
"Manhattan","Airport",11.14,66.83,9.16,38,1,16.6691605566362
"Manhattan","Manhattan",3.2,19.3,1.2,12.1,1,16.580310880829
"Manhattan","Manhattan",1,13.2,0.8,7.2,1,7.57575757575758
"Manhattan","Manhattan",3,33.1,5.9,26.1,1,9.06344410876133
"Manhattan","Manhattan",1.79,13.69,1.4,7.9,1,13.0752373995617
"Manhattan","Manhattan",6.02,36.12,4.25,26.1,1,16.6666666666667
"Manhattan","Manhattan",2.72,16.32,0.91,8.6,1,16.6666666666667
"Manhattan","Manhattan",2,16,0.8,10,1,12.5
"Manhattan","Manhattan",7.62,38.12,4,24,1,19.9895068205666
"Manhattan","Manhattan",5.67,37.17,4.6,27.5,1,15.2542372881356
"Manhattan","Manhattan",3.56,21.36,1.44,12.8,1,16.6666666666667
"Manhattan","Manhattan",7,42,7.25,31,1,16.6666666666667
"Manhattan","Manhattan",2,21.3,1.72,12.8,1,9.38967136150235
"Manhattan","Manhattan",2.6,13.1,0.9,6.5,1,19.8473282442748
"Manhattan","Manhattan",3.5,21,2.07,13.5,1,16.6666666666667
"Manhattan","Manhattan",2.74,16.44,0.71,7.2,1,16.6666666666667
"Manhattan","Manhattan",4.56,27.36,2.26,16.3,1,16.6666666666667
"Queens","Airport",4.4,27.65,4.32,20.5,1,15.9132007233273
"Manhattan","Manhattan",5.66,33.96,4.55,23.3,1,16.6666666666667
"Manhattan","Manhattan",2.86,17.16,1.21,9.3,1,16.6666666666667
"Airport","Manhattan",5,85.55,16.7,70,1,5.84453535943892
"Manhattan","Airport",11.63,71.52,10.54,42.2,1,16.2611856823266
"Manhattan","Manhattan",6.15,36.95,4.4,26.8,1,16.6441136671177
"Manhattan","Manhattan",2.66,15.96,1.57,9.3,1,16.6666666666667
"Manhattan","Manhattan",3.36,20.16,1.19,12.8,1,16.6666666666667
"Manhattan","Manhattan",3.58,21.48,1.73,11.4,1,16.6666666666667
"Manhattan","Manhattan",2,19.8,1.6,12.8,1,10.1010101010101
"Airport","Manhattan",0,80.55,20.83,70,1,0
"Manhattan","Manhattan",3.6,21.8,1.6,14.2,1,16.5137614678899
"Manhattan","Manhattan",3.36,20.16,1.92,12.8,1,16.6666666666667
"Manhattan","Manhattan",5.5,33.2,2.9,21.2,1,16.566265060241
"Manhattan","Manhattan",2,14.9,0.99,7.9,1,13.4228187919463
"Manhattan","Manhattan",4.7,28.2,2.8,17,1,16.6666666666667
"Manhattan","Manhattan",2.44,14.64,1.19,7.2,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.56,7.2,1,16.6666666666667
"Manhattan","Manhattan",3.15,24.15,2.76,17,1,13.0434782608696
"Manhattan","Manhattan",2.16,12.96,0.65,5.8,1,16.6666666666667
"Manhattan","Manhattan",0,13,0.8,6.5,1,0
"Manhattan","Manhattan",7,35,4.1,24,1,20
"Manhattan","Manhattan",2.35,14.25,0.9,7.9,1,16.4912280701754
"Queens","Manhattan",2,36.85,4.43,23.3,1,5.42740841248304
"Manhattan","Manhattan",5.34,23.14,1.71,16.3,1,23.0769230769231
"Manhattan","Manhattan",0,22.4,2.2,18.4,1,0
"Manhattan","Manhattan",3.3,25.3,2.35,17,1,13.0434782608696
"Manhattan","Manhattan",2,24.4,2.48,18.4,1,8.19672131147541
"Manhattan","Manhattan",2,15,0.7,6.5,1,13.3333333333333
"Manhattan","Manhattan",2.88,17.28,0.8,7.9,1,16.6666666666667
"Airport","Airport",10,96,0.02,85,1,10.4166666666667
"Manhattan","Manhattan",2,22.3,1.83,16.3,1,8.96860986547085
"Manhattan","Manhattan",2.8,14,0.9,7.2,1,20
"Airport","Manhattan",14.8,88.8,16.43,70,1,16.6666666666667
"Manhattan","Manhattan",3.4,17,1.1,8.6,1,20
"Manhattan","Manhattan",2,16,1.08,10,1,12.5
"Brooklyn","Airport",10,90.25,19.75,76.5,1,11.0803324099723
"Manhattan","Manhattan",6.3,37.8,3.7,27.5,1,16.6666666666667
"Manhattan","Manhattan",4.72,23.62,1.47,14.9,1,19.9830651989839
"Airport","Manhattan",14.07,84.42,13.95,54.8,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.4,13.5,1,16.6666666666667
"Manhattan","Manhattan",3,19.8,1.32,12.8,1,15.1515151515152
"Manhattan","Manhattan",2,19.1,1.98,12.1,1,10.4712041884817
