"DOBorough","PUBorough","tip_amount","total_amount","trip_distance","PUMonth","fare_amount","payment_type","percent_tip"
"Manhattan","Manhattan",3.3,19.8,0.3,"May",10,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.19,"Dec",10,1,16.6666666666667
"Manhattan","Manhattan",3.6,21.8,2.4,"Feb",14.2,1,16.5137614678899
"Manhattan","Manhattan",3.58,21.48,1.13,"Jun",11.4,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,1.3,"Nov",10,1,16.6666666666667
"Manhattan","Manhattan",0,18.9,2.3,"Feb",14.9,1,0
"Manhattan","Manhattan",7.25,43.65,5.3,"Oct",32.4,1,16.6093928980527
"Manhattan","Manhattan",4.05,24.35,2,"Oct",16.3,1,16.6324435318275
"Manhattan","Manhattan",1.96,11.76,0.58,"Dec",5.8,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.39,"Jun",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.58,15.48,1.26,"Jul",7.9,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,0.84,"May",7.9,1,16.6666666666667
"Manhattan","Manhattan",1,23,3.16,"Jan",17,1,4.34782608695652
"Manhattan","Manhattan",3.22,19.32,1.37,"Jun",12.1,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,2.21,"Nov",14.9,1,16.6666666666667
"Queens","Manhattan",0,49.4,9.47,"Jan",42.9,1,0
"Manhattan","Manhattan",4.34,26.04,3.05,"Apr",17.7,1,16.6666666666667
"Manhattan","Queens",12.84,77.04,11.03,"Jan",46.4,1,16.6666666666667
"Manhattan","Manhattan",3.08,18.48,1.49,"Mar",11.4,1,16.6666666666667
"Manhattan","Queens",11.95,71.75,10.6,"Jun",41.5,1,16.6550522648084
"Manhattan","Manhattan",2,15.3,0.96,"May",9.3,1,13.0718954248366
"Manhattan","Queens",0,87.3,18.1,"Apr",70,1,0
"Manhattan","Queens",2,27.9,3.21,"Nov",21.9,1,7.16845878136201
"Manhattan","Manhattan",3,38,3.61,"Mar",31,1,7.89473684210526
"Manhattan","Manhattan",3.5,21,1.5,"Jan",13.5,1,16.6666666666667
"Manhattan","Manhattan",2,28.3,3.4,"Sep",19.8,1,7.06713780918728
"Manhattan","Manhattan",2.6,15.6,0.6,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.33,"Jan",9.3,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.55,"May",10.7,1,16.6666666666667
"Manhattan","Manhattan",3.1,15.7,1.2,"Dec",8.6,1,19.7452229299363
"Brooklyn","Manhattan",7.56,45.36,6.06,"Jan",33.8,1,16.6666666666667
"Manhattan","Manhattan",5.7,28.5,2,"Mar",16.3,1,20
"Manhattan","Manhattan",3.36,14.56,0.97,"Sep",7.2,1,23.0769230769231
"Manhattan","Manhattan",0,22.4,3.68,"Feb",18.4,1,0
"Manhattan","Queens",5.49,60.39,9.2,"Jun",36.6,1,9.09090909090909
"Manhattan","Manhattan",4.1,20.5,1.19,"Dec",11.4,1,20
"Manhattan","Manhattan",5.3,23.1,2,"Jan",12.8,1,22.9437229437229
"Manhattan","Manhattan",3,18,1.42,"Apr",10,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,0.72,"Feb",10,1,16.6666666666667
"Manhattan","Manhattan",1.5,12,0.75,"Jun",6.5,1,12.5
"Manhattan","Manhattan",1,15,1.32,"Apr",10,1,6.66666666666667
"Manhattan","Manhattan",2.74,16.44,0.88,"Jul",7.2,1,16.6666666666667
"Manhattan","Manhattan",2,19.8,1.71,"Oct",12.8,1,10.1010101010101
"Manhattan","Manhattan",3.57,15.47,1.27,"Feb",7.9,1,23.0769230769231
"Manhattan","Manhattan",2.2,13.4,0.7,"Sep",7.2,1,16.4179104477612
"Manhattan","Manhattan",3.5,21,2.7,"Aug",13.5,1,16.6666666666667
"Manhattan","Queens",15,74.9,9.1,"Apr",40.1,1,20.0267022696929
"Manhattan","Manhattan",3,28.6,2.19,"Mar",19.1,1,10.4895104895105
"Manhattan","Manhattan",1.5,15.8,1.6,"Jun",9.3,1,9.49367088607595
"Manhattan","Manhattan",2,23.4,1.9,"Oct",14.9,1,8.54700854700855
"Manhattan","Manhattan",1.5,9.2,0.3,"Aug",3.7,1,16.304347826087
"Manhattan","Manhattan",2.94,17.64,1.25,"Nov",10.7,1,16.6666666666667
"Manhattan","Manhattan",5.32,31.92,3.41,"Jun",22.6,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.15,"Dec",13.5,1,16.6666666666667
"Manhattan","Queens",10,91.8,17.48,"Mar",70,1,10.8932461873638
"Manhattan","Manhattan",2.17,23.87,2.79,"Jul",17.7,1,9.09090909090909
"Manhattan","Manhattan",3.04,23.34,2.02,"May",16.3,1,13.0248500428449
"Manhattan","Manhattan",4,13.8,0.3,"Mar",5.8,1,28.9855072463768
"Manhattan","Manhattan",5.04,30.24,2.63,"Jun",21.2,1,16.6666666666667
"Manhattan","Manhattan",1,15.7,1.39,"Jul",10.7,1,6.36942675159236
"Manhattan","Manhattan",2.9,17.6,1.6,"Apr",10.7,1,16.4772727272727
"Manhattan","Manhattan",1.8,19,1.52,"Sep",10.7,1,9.47368421052632
"Brooklyn","Brooklyn",4.5,15,0.61,"Nov",6.5,1,30
"Manhattan","Manhattan",2.1,12.6,0.7,"Feb",6.5,1,16.6666666666667
"Manhattan","Manhattan",2,24.1,2.56,"Oct",15.6,1,8.29875518672199
"Manhattan","Manhattan",4.12,20.62,0.96,"May",10,1,19.9806013579049
"Manhattan","Manhattan",4.82,28.92,3.51,"Jun",19.1,1,16.6666666666667
"Manhattan","Queens",16.11,98.41,19.59,"May",70,1,16.3702875724012
"Manhattan","Manhattan",2.35,14.25,0.8,"Aug",7.9,1,16.4912280701754
"Manhattan","Manhattan",2.66,15.96,0.95,"Jun",9.3,1,16.6666666666667
"Manhattan","Manhattan",3.86,23.16,1.96,"Jan",12.8,1,16.6666666666667
"Manhattan","Manhattan",1.85,11.25,0.4,"Nov",4.4,1,16.4444444444444
"Queens","Manhattan",12.55,75.32,10.99,"Jan",43.6,1,16.6622411046203
"Manhattan","Manhattan",2.86,17.16,1.18,"Dec",9.3,1,16.6666666666667
"Manhattan","Manhattan",2,13.9,0.8,"Apr",7.9,1,14.3884892086331
"Manhattan","Manhattan",2.8,16.8,1,"Dec",10,1,16.6666666666667
"Manhattan","Manhattan",5.46,32.76,4.63,"Jan",23.3,1,16.6666666666667
"Manhattan","Manhattan",2.1,12.6,0.62,"Aug",6.5,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.8,"May",12.1,1,16.6666666666667
"Manhattan","Manhattan",4.62,35.42,4.67,"Jun",26.8,1,13.0434782608696
"Manhattan","Manhattan",2,24.4,2.69,"Jun",18.4,1,8.19672131147541
"Manhattan","Manhattan",3,18,1.4,"Oct",10,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.12,"Nov",10.7,1,16.6666666666667
"Manhattan","Queens",16.35,98.15,16.9,"Feb",70,1,16.6581762608253
"Manhattan","Manhattan",4.84,29.04,1.69,"Dec",17.7,1,16.6666666666667
"Manhattan","Queens",16.56,99.36,13.25,"Mar",81.8,1,16.6666666666667
"Manhattan","Manhattan",5.46,32.76,4.1,"Nov",23.3,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,1,"Mar",7.9,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,1.81,"Feb",12.1,1,16.6666666666667
"Manhattan","Queens",13.3,79.8,9.1,"May",49.2,1,16.6666666666667
"Manhattan","Manhattan",3.14,18.84,1.58,"May",10.7,1,16.6666666666667
"Queens","Manhattan",9.85,59.09,9.02,"Oct",37.3,1,16.6694872228803
"Manhattan","Manhattan",3.23,16.13,0.92,"Sep",7.9,1,20.0247985120893
"Manhattan","Manhattan",2,18.5,1.31,"Sep",10,1,10.8108108108108
"Manhattan","Manhattan",6.4,38.6,4.5,"Nov",28.2,1,16.580310880829
"Manhattan","Manhattan",2.52,19.32,1.2,"Dec",12.8,1,13.0434782608696
"Manhattan","Manhattan",6.22,31.12,2.63,"Dec",18.4,1,19.987146529563
"Manhattan","Manhattan",6.6,28.6,2.2,"Mar",17,1,23.0769230769231
"Manhattan","Queens",11.55,70.55,10.14,"Feb",42.2,1,16.3713678242381
"Manhattan","Manhattan",3.08,18.48,0.59,"Dec",11.4,1,16.6666666666667
"Manhattan","Manhattan",4.2,25.2,2.6,"Dec",17,1,16.6666666666667
"Manhattan","Manhattan",1,10.1,0.45,"Oct",5.1,1,9.9009900990099
"Manhattan","Manhattan",7.6,33.1,3.8,"Sep",20.5,1,22.9607250755287
"Manhattan","Queens",8.02,88.21,17.21,"Sep",70,1,9.09193968937762
"Brooklyn","Manhattan",8,33.2,3.4,"Feb",21.2,1,24.0963855421687
"Manhattan","Manhattan",4.28,25.68,2.02,"Aug",14.9,1,16.6666666666667
"Manhattan","Manhattan",2,25.1,2.75,"Jan",19.1,1,7.96812749003984
"Manhattan","Manhattan",2.52,15.12,0.79,"Jul",8.6,1,16.6666666666667
"Manhattan","Manhattan",4.25,18.55,1.2,"Dec",9.3,1,22.911051212938
"Manhattan","Manhattan",4.94,37.84,3.1,"Oct",28.9,1,13.0549682875264
"Manhattan","Manhattan",2.24,13.44,0.89,"Oct",7.2,1,16.6666666666667
"Manhattan","Manhattan",2.7,16.4,1.1,"Jan",7.2,1,16.4634146341463
"Queens","Manhattan",14,88,12.59,"Jul",70,1,15.9090909090909
"Manhattan","Manhattan",1,10.8,0.69,"Jun",5.8,1,9.25925925925926
"Manhattan","Manhattan",1,13.3,0.5,"May",5.8,1,7.5187969924812
"Manhattan","Queens",11.11,67.26,8.42,"Oct",42.9,1,16.5179898899792
"Manhattan","Manhattan",1,19.2,2.11,"Apr",14.2,1,5.20833333333333
"Manhattan","Queens",9.51,58.81,7.25,"May",31,1,16.170719265431
"Manhattan","Manhattan",2.1,12.6,0.5,"Jul",6.5,1,16.6666666666667
"Manhattan","Manhattan",0.04,20.74,2.78,"Apr",14.2,1,0.192864030858245
"Manhattan","Manhattan",4.9,29.4,2.87,"Mar",20.5,1,16.6666666666667
"Manhattan","Manhattan",3.85,19.25,1.04,"Nov",11.4,1,20
"Manhattan","Manhattan",3.3,19.8,1.28,"Oct",10,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.51,"Jan",10.7,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,2.14,"Oct",16.3,1,16.6666666666667
"Manhattan","Manhattan",1,20.6,1.94,"Feb",15.6,1,4.85436893203883
"Manhattan","Manhattan",6.1,36.6,4.2,"Aug",24,1,16.6666666666667
"Manhattan","Manhattan",3.25,22.85,1.4,"Dec",15.6,1,14.2231947483589
"Manhattan","Manhattan",1,12.9,1.17,"Aug",7.9,1,7.75193798449612
"Manhattan","Manhattan",1.25,17.35,0.42,"May",12.1,1,7.20461095100865
"Manhattan","Manhattan",1,13.6,1.1,"Apr",8.6,1,7.35294117647059
"Manhattan","Manhattan",3.14,18.84,2.1,"Mar",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.8,16.8,0.63,"Mar",10,1,16.6666666666667
"Manhattan","Manhattan",2,13.2,0.74,"Feb",7.2,1,15.1515151515152
"Manhattan","Manhattan",1.5,13.4,1.56,"Feb",7.9,1,11.1940298507463
"Manhattan","Manhattan",2.52,15.12,0.83,"Jun",8.6,1,16.6666666666667
"Manhattan","Manhattan",3.02,18.12,1.27,"Jun",8.6,1,16.6666666666667
"Manhattan","Manhattan",3.5,24.5,2.23,"Nov",17,1,14.2857142857143
"Manhattan","Manhattan",2.38,26.18,2.39,"Sep",19.8,1,9.09090909090909
"Manhattan","Manhattan",3.45,20.65,1.4,"Jul",10.7,1,16.7070217917676
"Manhattan","Manhattan",4.95,21.45,1.21,"Nov",10,1,23.0769230769231
"Manhattan","Manhattan",2.24,13.44,0.66,"Apr",7.2,1,16.6666666666667
"Manhattan","Manhattan",3.22,19.32,1.72,"Aug",12.1,1,16.6666666666667
"Queens","Queens",5.16,32.71,5.36,"Aug",23.3,1,15.7749923570773
"Manhattan","Manhattan",4.84,29.04,2.29,"Apr",17.7,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.62,"Apr",10.7,1,16.6666666666667
"Manhattan","Manhattan",4.76,28.56,2.08,"Nov",19.8,1,16.6666666666667
"Manhattan","Manhattan",2.2,26,4.8,"Feb",19.8,1,8.46153846153846
"Brooklyn","Manhattan",5.18,31.08,3.33,"Jan",21.9,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.1,"Sep",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,1.3,"Aug",10,1,16.6666666666667
"Manhattan","Manhattan",1.89,12.39,0.7,"Mar",6.5,1,15.2542372881356
"Manhattan","Manhattan",0,9.1,0.65,"May",5.1,1,0
"Manhattan","Manhattan",3.44,20.64,1.29,"Oct",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.74,16.44,0.98,"Jan",7.2,1,16.6666666666667
"Manhattan","Manhattan",2.3,13.8,0.87,"Jun",6.5,1,16.6666666666667
"Queens","Manhattan",12.1,72.65,10.5,"Apr",45,1,16.655196145905
"Manhattan","Manhattan",3.3,19.8,1.22,"Apr",10,1,16.6666666666667
"Manhattan","Manhattan",0,10.5,0.84,"Aug",6.5,1,0
"Manhattan","Manhattan",6,31.5,3.68,"Jun",20.5,1,19.047619047619
"Manhattan","Queens",16.45,98.75,17,"Jun",70,1,16.6582278481013
"Manhattan","Manhattan",2.35,14.25,1.1,"Mar",7.9,1,16.4912280701754
"Manhattan","Manhattan",3.33,16.63,1.37,"Sep",9.3,1,20.0240529164161
"Manhattan","Manhattan",3.99,17.29,1.01,"Jul",9.3,1,23.0769230769231
"Manhattan","Manhattan",7.48,44.88,6.63,"Jul",32.4,1,16.6666666666667
"Manhattan","Manhattan",4.42,26.52,1.4,"Nov",15.6,1,16.6666666666667
"Manhattan","Queens",14.8,90.05,16.85,"Jan",70,1,16.435313714603
"Manhattan","Manhattan",2.66,15.96,0.5,"Feb",9.3,1,16.6666666666667
"Manhattan","Manhattan",2.08,21.68,1.63,"May",15.6,1,9.59409594095941
"Manhattan","Manhattan",8.45,50.85,6.6,"Jan",35.9,1,16.6175024582104
"Manhattan","Manhattan",2.66,15.96,1.3,"May",9.3,1,16.6666666666667
"Manhattan","Manhattan",3.78,16.38,0.68,"Mar",8.6,1,23.0769230769231
"Manhattan","Manhattan",3.44,20.64,1.47,"Sep",10.7,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,0.8,"Dec",9.3,1,16.6144200626959
"Manhattan","Manhattan",3.3,19.8,1.12,"Jun",10,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,1.14,"Jun",13.5,1,16.6666666666667
"Manhattan","Manhattan",5.04,30.24,2.11,"Apr",21.2,1,16.6666666666667
"Bronx","Queens",10,108.8,22.17,"Mar",87,1,9.19117647058824
"Manhattan","Manhattan",2.5,21.4,2.12,"Dec",14.9,1,11.6822429906542
"Manhattan","Manhattan",1.5,14.8,1.02,"Jan",9.3,1,10.1351351351351
"Manhattan","Manhattan",3.08,18.48,1.44,"Jul",11.4,1,16.6666666666667
"Manhattan","Manhattan",2.24,13.44,0.72,"Feb",7.2,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.1,"Oct",13.5,1,16.6666666666667
"Manhattan","Manhattan",3.5,21,2.23,"Jul",13.5,1,16.6666666666667
"Manhattan","Manhattan",7.42,44.52,5.61,"Jul",33.1,1,16.6666666666667
"Manhattan","Manhattan",0,22.1,2.31,"Jul",15.6,1,0
"Manhattan","Manhattan",3.22,19.32,1.26,"Aug",12.1,1,16.6666666666667
"Manhattan","Manhattan",1,15,1.1,"Oct",10,1,6.66666666666667
"Manhattan","Manhattan",2.3,13.8,0.85,"Sep",6.5,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,1.84,"Nov",16.3,1,16.6666666666667
"Manhattan","Manhattan",5.42,27.12,1.98,"Oct",17.7,1,19.9852507374631
"Manhattan","Manhattan",4.34,26.04,1.38,"Jul",17.7,1,16.6666666666667
"Manhattan","Manhattan",3,18.1,0.7,"Aug",8.6,1,16.5745856353591
"Manhattan","Manhattan",2.5,17.2,2,"Aug",10.7,1,14.5348837209302
"Manhattan","Manhattan",1,15.3,1.63,"Aug",9.3,1,6.5359477124183
"Manhattan","Manhattan",3.22,19.32,0.97,"Mar",12.1,1,16.6666666666667
"Manhattan","Manhattan",2.38,14.28,0.64,"Mar",7.9,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.78,"Aug",14.9,1,16.6666666666667
"Manhattan","Manhattan",1.5,20.8,1.87,"Jun",12.8,1,7.21153846153846
"Manhattan","Queens",11.29,86.54,21,"Mar",70,1,13.0459902935059
"Manhattan","Manhattan",2.72,16.32,0.76,"Feb",8.6,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.03,"Sep",9.3,1,16.6666666666667
"Manhattan","Manhattan",2.66,15.96,1.15,"May",9.3,1,16.6666666666667
"Manhattan","Manhattan",1,15.3,1.22,"Oct",9.3,1,6.5359477124183
"Manhattan","Manhattan",4.76,28.56,2.12,"Jul",19.8,1,16.6666666666667
"Queens","Queens",17.11,103.91,0.37,"Feb",70,1,16.4661726494081
"Manhattan","Manhattan",2.52,15.12,1.06,"Jul",8.6,1,16.6666666666667
"Manhattan","Manhattan",5.1,30.6,2,"Jun",20.5,1,16.6666666666667
"Manhattan","Manhattan",1,14,0.9,"Jun",6.5,1,7.14285714285714
"Manhattan","Manhattan",7.18,35.88,3.64,"May",24.7,1,20.0111482720178
"Manhattan","Manhattan",2.88,17.28,0.9,"Sep",7.9,1,16.6666666666667
"Brooklyn","Manhattan",5,56.1,8.76,"Nov",47.1,1,8.9126559714795
"Manhattan","Manhattan",8.65,43.25,5.6,"Dec",29.6,1,20
"Unknown","Unknown",3.4,17,0.77,"Mar",12.1,1,20
"Manhattan","Manhattan",0,11.9,0.92,"Aug",7.9,1,0
"Manhattan","Manhattan",2.2,13.4,0.6,"May",7.2,1,16.4179104477612
"Manhattan","Manhattan",4.06,24.36,1.16,"May",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.6,15.6,0.77,"Oct",6.5,1,16.6666666666667
"Manhattan","Manhattan",1.5,11.6,0.39,"Apr",5.1,1,12.9310344827586
"Queens","Manhattan",6.92,41.52,4.2,"Dec",29.6,1,16.6666666666667
"Manhattan","Manhattan",1,16.8,0.9,"Mar",9.3,1,5.95238095238095
"Manhattan","Manhattan",2.6,15.6,0.65,"Aug",6.5,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.79,"Dec",14.9,1,16.6666666666667
"Manhattan","Queens",5,84.3,18.7,"Jan",70,1,5.93119810201661
"Manhattan","Manhattan",2.5,37.1,6.21,"Mar",29.6,1,6.73854447439353
"Manhattan","Manhattan",3.98,23.88,2.94,"Aug",14.9,1,16.6666666666667
"Manhattan","Manhattan",3.44,20.64,1.25,"Jul",10.7,1,16.6666666666667
"Manhattan","Manhattan",3,16.6,1.1,"Dec",8.6,1,18.0722891566265
"Manhattan","Manhattan",4,23.9,2.2,"Feb",14.9,1,16.7364016736402
"Manhattan","Manhattan",2.3,14.5,0.8,"Sep",7.2,1,15.8620689655172
"Manhattan","Manhattan",5.04,21.84,1.87,"Mar",12.8,1,23.0769230769231
"Manhattan","Manhattan",2,14.6,1.5,"Jan",8.6,1,13.6986301369863
"Manhattan","Manhattan",6.4,38.4,0,"Nov",31,1,16.6666666666667
"Manhattan","Manhattan",1,12.2,0.89,"Oct",7.2,1,8.19672131147541
"Manhattan","Manhattan",4.2,18.2,1.39,"May",10,1,23.0769230769231
"Manhattan","Manhattan",2.88,17.28,1.02,"Feb",7.9,1,16.6666666666667
"Manhattan","Manhattan",3.1,28,2.23,"Oct",18.4,1,11.0714285714286
"Brooklyn","Manhattan",13.55,67.75,11.8,"May",49.2,1,20
"Manhattan","Manhattan",3,18.1,1.1,"Feb",8.6,1,16.5745856353591
"Manhattan","Manhattan",4.06,24.36,1.93,"Jun",16.3,1,16.6666666666667
"Manhattan","Manhattan",0,19,1.5,"Dec",17.5,1,0
"Manhattan","Manhattan",1,15.3,0.9,"Dec",9.3,1,6.5359477124183
"Manhattan","Manhattan",2.38,14.28,0.9,"Feb",7.9,1,16.6666666666667
"Manhattan","Manhattan",0,20.7,1.94,"Apr",14.2,1,0
"Manhattan","Manhattan",5.5,27.5,2.79,"Mar",17,1,20
"Manhattan","Manhattan",5,32.7,3.3,"Jan",21.2,1,15.2905198776758
"Manhattan","Manhattan",2.94,17.64,1.02,"Feb",10.7,1,16.6666666666667
"Manhattan","Manhattan",1.5,21.5,1.7,"Mar",13.5,1,6.97674418604651
"Manhattan","Manhattan",0,29.4,4.24,"May",25.4,1,0
"Manhattan","Manhattan",1,11.9,0.44,"Nov",4.4,1,8.40336134453781
"Manhattan","Manhattan",4,16.9,0.93,"Sep",7.9,1,23.6686390532544
"Manhattan","Manhattan",5.88,35.28,4.88,"May",25.4,1,16.6666666666667
"Manhattan","Manhattan",5.76,24.96,2.19,"Nov",14.2,1,23.0769230769231
"Manhattan","Manhattan",2.38,14.28,0.6,"Oct",7.9,1,16.6666666666667
"Manhattan","Manhattan",3.42,20.52,2.5,"Jan",12.1,1,16.6666666666667
"Manhattan","Manhattan",1,23,1.92,"Oct",17,1,4.34782608695652
"Manhattan","Manhattan",5.74,34.44,2.53,"Mar",24.7,1,16.6666666666667
"Manhattan","Manhattan",1.79,19.69,1.12,"Jun",11.4,1,9.09090909090909
"Manhattan","Manhattan",1,14.3,1.46,"Jul",9.3,1,6.99300699300699
"Manhattan","Manhattan",2.46,14.76,0.52,"Jul",5.8,1,16.6666666666667
"Manhattan","Manhattan",3.82,29.32,3.62,"Oct",20.5,1,13.0286493860846
"Manhattan","Manhattan",5.74,34.44,2.88,"Nov",24.7,1,16.6666666666667
"Manhattan","Queens",14,96.3,17.41,"May",70,1,14.5379023883697
"Manhattan","Manhattan",2,25.1,2.96,"Mar",19.1,1,7.96812749003984
"Manhattan","Manhattan",6.05,36.35,3.7,"Aug",26.8,1,16.6437414030261
"Queens","Queens",0,50.75,10.88,"Aug",41.5,1,0
"Manhattan","Manhattan",5,17.6,1.1,"Feb",8.6,1,28.4090909090909
"Manhattan","Manhattan",2,17.7,2.1,"Oct",10.7,1,11.2994350282486
"Manhattan","Manhattan",2.66,15.96,1.21,"Apr",9.3,1,16.6666666666667
"Manhattan","Manhattan",2.65,15.95,0.9,"Jul",9.3,1,16.6144200626959
"Manhattan","Manhattan",4.1,24.7,2.3,"Jun",15.6,1,16.5991902834008
"Manhattan","Queens",11.27,69.36,9.63,"Oct",39.4,1,16.2485582468281
"Bronx","Bronx",15.05,75.25,0,"Apr",59.2,1,20
"Manhattan","Manhattan",5.55,24.05,1.78,"Apr",13.5,1,23.0769230769231
"Manhattan","Manhattan",1,47.6,6.71,"Mar",40.1,1,2.10084033613445
"Manhattan","Manhattan",2.32,13.92,0.5,"Dec",5.1,1,16.6666666666667
"Manhattan","Manhattan",0,14.7,1.04,"Jun",10.7,1,0
"Manhattan","Manhattan",6.09,26.39,2.09,"Jul",16.3,1,23.0769230769231
"Manhattan","Manhattan",6.36,38.16,6.07,"Jan",26.8,1,16.6666666666667
"Manhattan","Manhattan",5,25,1.95,"Jun",13.5,1,20
"Manhattan","Manhattan",0,8.4,0.05,"Feb",4.4,1,0
"Manhattan","Manhattan",3.56,21.36,2.07,"Oct",12.8,1,16.6666666666667
"Manhattan","Manhattan",3.78,22.68,1.93,"Jan",14.9,1,16.6666666666667
"Manhattan","Manhattan",4.25,25.55,2.8,"Feb",16.3,1,16.6340508806262
"Manhattan","Manhattan",2.8,16.8,0.64,"Oct",10,1,16.6666666666667
"Manhattan","Manhattan",3.04,23.34,2.03,"Apr",16.3,1,13.0248500428449
"Manhattan","Manhattan",3.25,14.05,0.6,"Dec",5.8,1,23.1316725978648
"Manhattan","Manhattan",4.4,26.4,2.6,"Jul",17,1,16.6666666666667
"Manhattan","Manhattan",1.75,17.15,1.6,"Aug",11.4,1,10.2040816326531
"Manhattan","Manhattan",1.5,25,2.53,"Jan",17,1,6
"Queens","Queens",1,30.25,4.21,"Jan",20.5,1,3.30578512396694
"Manhattan","Manhattan",4.26,25.56,2.5,"Jun",16.3,1,16.6666666666667
"Manhattan","Manhattan",2.17,10.87,0.23,"Mar",3.7,1,19.9632014719411
"Manhattan","Queens",14.36,86.16,11.11,"Jun",52,1,16.6666666666667
"Manhattan","Manhattan",7.35,36.75,4.36,"Nov",25.4,1,20
"Manhattan","Manhattan",1,18.5,2.8,"Jan",13.5,1,5.4054054054054
"Manhattan","Manhattan",3.5,25.6,1.5,"Feb",15.6,1,13.671875
"Manhattan","Manhattan",2.66,15.96,1.26,"Jun",9.3,1,16.6666666666667
"Manhattan","Manhattan",4.06,24.36,2.38,"Oct",16.3,1,16.6666666666667
"Manhattan","Manhattan",0.56,11.76,0.4,"Jul",7.2,1,4.76190476190476
"Manhattan","Manhattan",1,15.7,1.13,"Aug",10.7,1,6.36942675159236
"Manhattan","Manhattan",4.48,26.88,2.12,"Dec",18.4,1,16.6666666666667
"Unknown","Unknown",11.03,55.13,0,"Jul",40.1,1,20.0072555777254
"Manhattan","Manhattan",2.88,14.38,0.47,"Oct",6.5,1,20.0278164116829
"Manhattan","Queens",16.35,98.15,16.8,"Feb",70,1,16.6581762608253
"Manhattan","Manhattan",2.38,14.28,1.12,"Sep",7.9,1,16.6666666666667
"Manhattan","Manhattan",5.68,28.38,3.28,"Apr",17.7,1,20.0140944326991
"Manhattan","Manhattan",2.02,12.12,1.2,"Feb",8.6,1,16.6666666666667
"Manhattan","Queens",5,87.69,19.1,"Dec",70,1,5.70190443608165
"Unknown","Unknown",4.65,23.25,1.09,"Oct",12.1,1,20
"Manhattan","Manhattan",1.96,11.76,0.56,"Jul",5.8,1,16.6666666666667
"Manhattan","Manhattan",2.94,17.64,1.08,"Dec",10.7,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.6,"May",13.5,1,16.6666666666667
"Manhattan","Manhattan",6.65,33.25,1.37,"Nov",22.6,1,20
"Manhattan","Manhattan",4.84,29.04,2.77,"Jul",17.7,1,16.6666666666667
"Manhattan","Manhattan",2.45,12.25,0.3,"Aug",5.8,1,20
"Queens","Manhattan",10,84,17.87,"Jun",70,1,11.9047619047619
"Manhattan","Manhattan",1.64,18.04,1.61,"Jan",11.4,1,9.09090909090909
"Manhattan","Manhattan",2.07,13.57,0.67,"Jun",6.5,1,15.2542372881356
"Manhattan","Manhattan",4.06,24.36,1.72,"Aug",16.3,1,16.6666666666667
"Manhattan","Manhattan",3.08,18.48,1.93,"Nov",11.4,1,16.6666666666667
"Manhattan","Manhattan",3.7,22.2,2.33,"Aug",13.5,1,16.6666666666667
"Manhattan","Brooklyn",3,28.5,3.55,"Nov",20.5,1,10.5263157894737
"Manhattan","Manhattan",5.67,28.37,3.14,"Jun",17.7,1,19.9859005992245
"Manhattan","Manhattan",1.25,9.65,0.52,"Feb",4.4,1,12.9533678756477
"Manhattan","Manhattan",1,18.5,2.26,"Apr",13.5,1,5.4054054054054
"Manhattan","Manhattan",2.38,14.28,0.88,"Apr",7.9,1,16.6666666666667
"Manhattan","Manhattan",3,18,1.47,"Apr",10,1,16.6666666666667
"Manhattan","Manhattan",2,15.3,1.58,"Mar",9.3,1,13.0718954248366
"Manhattan","Manhattan",2.05,12.25,0.3,"May",3.7,1,16.734693877551
"Manhattan","Manhattan",2.1,16.1,0.71,"Nov",10,1,13.0434782608696
"Manhattan","Manhattan",0,9.1,0.5,"Jul",5.1,1,0
